,rated,turns,winner,white_rating,black_rating,opening_ply
7370,False,79,white,1500,1500,3
7372,False,59,white,1500,1500,4
7374,True,107,white,1293,1317,6
7379,True,11,white,1402,1191,6
7380,True,21,white,1310,1267,5
7381,True,55,white,1224,1133,3
7382,True,45,white,1415,1259,5
7383,False,79,white,1259,1425,8
7384,False,61,white,1953,1703,8
7385,True,87,white,1302,1724,5
7386,True,15,white,1720,1383,5
7387,True,49,white,1716,1309,5
7390,True,25,white,1093,1195,5
7395,False,26,white,1317,1291,5
7397,False,47,white,1333,1291,2
7399,False,35,white,1615,1291,5
7402,False,57,white,1500,1574,3
7406,True,41,white,1496,1546,4
7407,True,24,white,1433,1509,2
7408,True,47,white,1509,1520,5
7409,True,83,white,1515,1301,3
7413,True,57,white,1522,1434,6
7415,True,43,white,1461,1532,6
7418,True,99,white,1531,1475,2
7419,True,57,white,1513,1542,4
7422,True,123,white,1489,1545,5
7424,True,74,white,1550,1571,6
7425,True,53,white,1562,1503,5
7427,False,59,white,1432,1576,3
7428,True,59,white,1570,1370,7
7430,True,77,white,1555,1361,3
7432,True,31,white,1496,1568,4
7436,True,43,white,1574,1510,4
7438,True,47,white,1554,1530,4
7439,True,7,white,1549,1344,2
7442,True,62,white,1470,1545,3
7446,True,59,white,1518,1823,6
7447,True,81,white,1529,1528,5
7449,True,81,white,1724,1561,7
7450,True,11,white,1293,1048,8
7451,True,9,white,1422,1065,3
7452,True,7,white,1861,1066,4
7455,True,57,white,1282,1161,1
7457,True,47,white,1482,1311,3
7458,False,25,white,1500,1311,3
7460,True,51,white,1759,1737,4
7461,True,93,white,1725,1742,5
7462,True,51,white,1484,1743,7
7464,True,17,white,1576,1767,5
7468,True,45,white,1805,1815,7
7473,True,61,white,1820,1621,7
7477,True,121,white,1817,1839,5
7481,True,93,white,1854,1502,7
7483,True,35,white,1860,1863,5
7485,True,34,white,1857,1519,7
7486,True,101,white,1854,1523,6
7490,True,104,white,1816,1872,3
7494,True,71,white,1856,1517,5
7495,True,71,white,1853,1525,3
7496,True,49,white,1850,1528,6
7499,True,69,white,1868,1519,8
7503,True,39,white,2162,1538,6
7504,True,61,white,1509,1482,8
7505,True,39,white,1467,1563,7
7511,True,12,white,1341,1421,3
7512,True,111,white,1458,1373,6
7513,True,36,white,1360,1388,3
7516,True,29,white,1333,1586,3
7517,True,49,white,1753,1335,2
7519,True,23,white,1718,1340,6
7523,True,63,white,1524,1358,8
7525,True,49,white,1646,1365,4
7530,True,7,white,1353,1148,3
7532,True,47,white,1323,1281,8
7537,False,44,white,2367,1760,2
7540,True,43,white,1270,1277,3
7542,False,47,white,1598,1500,8
7544,True,26,white,1744,1163,6
7549,False,17,white,1817,1494,7
7553,True,63,white,2277,2235,10
7555,True,61,white,2279,2255,17
7556,True,77,white,2242,2305,11
7557,True,93,white,2263,2253,6
7560,True,71,white,2232,2252,11
7561,True,55,white,2241,2244,9
7564,True,39,white,1758,1387,5
7566,True,69,white,1330,1403,3
7569,True,107,white,1462,1437,10
7571,True,79,white,1548,1458,3
7572,False,49,white,1458,1459,6
7574,True,56,white,1428,1510,6
7577,True,87,white,1629,1439,4
7578,True,103,white,1879,1441,3
7579,True,95,white,1422,1635,8
7580,True,89,white,1412,1344,4
7581,True,39,white,2003,1413,4
7582,True,47,white,1407,1222,6
7585,False,44,white,1492,1407,3
7587,False,37,white,1500,1407,4
7588,True,69,white,1413,1419,9
7591,True,53,white,1421,1430,5
7595,True,31,white,1443,1410,3
7599,True,103,white,1739,1412,8
7608,True,51,white,1755,1630,9
7609,True,67,white,1615,1731,5
7612,True,123,white,1980,1627,3
7614,True,44,white,1614,1318,2
7619,True,69,white,1614,1607,8
7626,True,51,white,1636,1633,6
7627,True,27,white,1631,1284,4
7629,True,39,white,1600,1761,5
7630,True,49,white,1629,1611,9
7632,True,51,white,1590,1461,2
7635,True,135,white,1555,1454,5
7636,True,55,white,1548,1567,9
7637,True,55,white,1555,1576,5
7639,True,69,white,1812,1575,5
7640,True,31,white,1306,1409,3
7642,False,57,white,1764,1411,5
7643,True,57,white,1908,1414,3
7644,True,57,white,1657,1384,4
7645,True,114,white,1570,1440,4
7646,True,27,white,1405,1437,3
7647,True,39,white,1670,1485,7
7649,True,55,white,1461,1388,3
7650,False,35,white,1500,1505,8
7652,False,26,white,1496,1505,4
7653,True,33,white,1581,1545,4
7654,True,139,white,1714,1577,4
7655,True,67,white,1039,1070,3
7659,True,73,white,1884,1870,5
7660,True,85,white,1686,2166,9
7662,True,81,white,1348,1272,7
7663,True,45,white,1257,1362,8
7664,True,33,white,1352,1352,5
7665,True,103,white,1546,1357,6
7669,True,83,white,1354,1289,5
7672,False,53,white,1500,1500,5
7673,True,60,white,1948,1864,5
7675,True,23,white,1941,1687,6
7676,True,89,white,1938,1500,7
7677,True,59,white,1925,1839,3
7679,True,37,white,1898,1852,9
7681,True,75,white,1916,1911,2
7683,True,17,white,1925,1698,4
7685,True,29,white,1916,1072,3
7686,True,63,white,1913,1463,2
7691,True,53,white,1927,1565,4
7694,True,36,white,1669,1538,1
7696,True,32,white,1607,1554,3
7699,True,100,white,1635,1574,3
7700,True,61,white,1425,1589,2
7702,True,102,white,1570,1600,11
7705,True,89,white,1583,1622,4
7706,True,37,white,1370,1600,4
7707,True,49,white,1593,1503,3
7708,True,38,white,1573,1604,4
7709,True,19,white,1596,1502,5
7710,True,33,white,1500,1605,4
7712,True,12,white,1625,1603,3
7714,True,53,white,1606,1620,11
7715,True,71,white,1610,1606,10
7716,True,73,white,1599,1609,10
7718,True,50,white,1577,1594,8
7720,True,41,white,1552,1567,7
7721,True,57,white,1540,1579,4
7723,True,41,white,1504,1541,7
7726,True,55,white,1528,1708,4
7727,True,33,white,1532,1538,4
7728,True,41,white,1491,1541,2
7730,True,65,white,1527,1381,5
7737,True,59,white,1675,1624,6
7739,True,77,white,1625,1619,2
7740,True,87,white,1612,1680,3
7745,True,63,white,1588,1632,4
7746,True,71,white,1619,1644,4
7748,True,21,white,1783,1660,5
7749,True,79,white,1806,1667,6
7750,False,39,white,1667,1352,4
7752,True,55,white,1711,1757,6
7755,True,67,white,1581,1798,5
7756,True,19,white,1572,1454,2
7758,True,53,white,1563,1462,5
7763,True,39,white,1154,920,2
7764,True,40,white,1417,921,2
7766,True,19,white,1208,936,2
7770,True,24,white,1200,958,3
7771,True,3,white,815,982,3
7773,True,7,white,1470,1001,3
7774,True,49,white,967,1491,5
7775,True,23,white,1490,969,2
7777,True,9,white,1240,982,3
7778,True,37,white,1421,985,4
7780,False,25,white,1172,985,2
7781,True,20,white,1299,991,3
7782,True,69,white,967,1078,3
7783,True,53,white,1427,970,7
7785,True,55,white,1940,1738,3
7787,True,57,white,1706,1700,5
7788,True,41,white,1696,1623,5
7789,True,41,white,1906,1702,3
7790,True,123,white,1694,1545,3
7791,True,73,white,1685,1579,4
7792,True,45,white,1957,1688,6
7793,True,75,white,1922,1693,8
7794,True,77,white,1692,1219,4
7795,True,123,white,1840,1699,7
7797,True,75,white,1716,1732,5
7799,True,45,white,2021,1759,5
7800,True,97,white,1740,1920,10
7801,True,85,white,1695,1754,8
7802,True,41,white,1735,1929,10
7805,True,61,white,1905,1738,5
7806,True,74,white,1731,1560,4
7807,True,41,white,1721,1661,6
7808,True,101,white,1912,1713,3
7809,True,99,white,1898,1719,11
7812,True,59,white,1707,1586,3
7815,True,37,white,1757,1728,4
7816,True,95,white,1724,1438,4
7818,True,49,white,1841,1737,8
7820,True,73,white,1321,1771,5
7821,True,39,white,1770,1249,5
7824,True,39,white,1761,1415,9
7825,True,24,white,1387,1546,5
7826,True,27,white,1542,1284,3
7828,True,33,white,1529,1500,2
7829,False,21,white,1981,1109,3
7830,True,71,white,1451,1135,5
7832,True,17,white,1233,1257,2
7836,True,57,white,1073,1242,8
7837,False,43,white,2334,1346,3
7838,False,76,white,1364,1500,3
7841,True,137,white,1337,1662,1
7842,True,59,white,1500,1500,3
7843,False,8,white,2077,1629,7
7847,True,123,white,1296,1315,3
7848,True,89,white,1267,1307,5
7851,True,57,white,1295,1304,1
7852,True,61,white,1327,1305,1
7854,True,119,white,1449,1331,4
7855,True,69,white,1557,1466,4
7856,True,69,white,1849,1903,2
7857,True,25,white,1816,1820,4
7859,True,45,white,1734,1784,2
7860,True,49,white,1696,1652,2
7861,True,36,white,1640,1692,1
7862,True,89,white,1581,1601,3
7863,True,45,white,1539,1500,5
7864,True,57,white,1421,1696,3
7865,True,79,white,1317,1423,3
7871,True,125,white,1692,1730,5
7873,True,31,white,1662,1701,4
7875,True,7,white,1858,1718,4
7880,True,99,white,1700,1715,13
7881,True,143,white,1705,1655,10
7884,True,139,white,1701,1621,8
7885,True,53,white,1359,1342,8
7886,True,55,white,1640,1346,7
7889,True,50,white,1362,1312,3
7896,False,31,white,1423,1357,3
7897,True,63,white,1343,1326,9
7898,True,61,white,1330,1278,4
7899,True,75,white,1425,1342,8
7902,True,101,white,1314,1295,6
7903,True,45,white,1276,1333,4
7905,True,49,white,1342,1145,4
7906,True,58,white,1322,1340,5
7908,True,31,white,2109,1659,5
7911,True,27,white,2084,1517,9
7915,False,101,white,2093,1806,8
7917,True,39,white,2084,1721,11
7921,True,37,white,1614,1571,7
7923,True,55,white,1556,1453,3
7925,True,33,white,1671,1575,7
7927,True,41,white,1580,1283,8
7930,True,52,white,1500,1589,8
7932,True,41,white,1693,1586,2
7934,True,40,white,1575,1545,5
7937,True,31,white,1545,1590,2
7939,True,23,white,1562,1605,8
7942,False,29,white,1256,1555,8
7943,False,33,white,1555,1256,5
7944,True,45,white,1545,1550,5
7949,False,60,white,1524,1565,8
7950,False,67,white,1524,1422,5
7951,False,47,white,1523,1524,8
7953,True,35,white,1470,1531,9
7956,True,91,white,1479,1344,2
7957,True,41,white,1329,1494,1
7961,True,35,white,1511,1526,3
7962,True,82,white,1519,1410,3
7963,True,41,white,1526,1529,5
7964,True,51,white,1519,1495,2
7966,True,123,white,1501,1496,4
7969,True,79,white,1470,1521,6
7971,True,59,white,1453,1385,4
7975,True,31,white,1434,1357,3
7978,True,29,white,1373,1445,6
7979,True,109,white,1434,1442,3
7980,False,27,white,1521,1434,17
7981,True,28,white,1461,1444,5
7982,True,38,white,1480,1462,6
7984,True,83,white,1462,1465,3
7986,True,67,white,1449,1529,5
7987,True,57,white,1460,1460,7
7988,True,73,white,1501,1481,4
7990,True,46,white,1460,1402,4
7991,True,77,white,1450,1442,4
7992,True,11,white,1439,1454,2
7994,True,53,white,1413,1333,4
7996,True,171,white,2118,2197,10
7997,True,39,white,2118,2004,4
7999,True,29,white,2040,1969,10
8000,True,41,white,2032,1585,7
8001,True,77,white,1938,1862,7
8002,True,31,white,1862,1871,7
8004,True,15,white,1655,1709,5
8005,True,23,white,1500,1451,4
8006,False,21,white,1500,1500,3
8009,False,30,white,1710,1671,1
8012,False,15,white,1671,1398,6
8013,False,23,white,1398,1671,5
8015,False,59,white,1794,1671,6
8016,False,45,white,1771,1671,6
8017,True,131,white,1648,1682,3
8019,True,13,white,1688,1421,3
8022,True,43,white,1667,1456,5
8027,False,55,white,1698,1470,4
8029,True,87,white,1689,1616,12
8031,True,53,white,1670,1588,6
8032,True,109,white,1791,1677,2
8034,True,37,white,1650,1720,5
8035,True,27,white,1790,1657,6
8036,True,41,white,1646,1640,6
8037,True,43,white,1856,1651,4
8038,True,73,white,1655,1662,13
8039,True,53,white,1646,1673,6
8040,True,73,white,1662,1656,8
8041,False,67,white,1516,1506,5
8052,True,129,white,1825,1769,2
8058,True,35,white,1807,1690,4
8060,True,29,white,1791,1683,2
8066,True,33,white,1678,1785,5
8068,True,65,white,1759,1814,8
8070,True,71,white,1799,1843,13
8074,True,43,white,2011,2004,5
8075,True,119,white,1895,2028,4
8077,True,89,white,2177,2024,5
8078,True,58,white,2009,2058,7
8079,True,21,white,2003,1774,4
8088,True,55,white,1874,1851,6
8093,True,29,white,1379,1421,5
8094,True,83,white,1366,1171,4
8099,True,39,white,1114,1286,3
8100,True,41,white,1585,1295,4
8101,True,35,white,1638,1303,4
8104,True,57,white,1432,1298,1
8106,True,55,white,2012,2074,7
8109,True,67,white,2018,1923,8
8111,True,91,white,2003,1808,5
8113,False,27,white,1681,1500,5
8116,False,75,white,1723,1500,2
8119,False,81,white,1723,1500,3
8122,False,63,white,1723,1500,2
8123,False,115,white,1723,1500,4
8127,True,43,white,1561,1493,7
8128,True,16,white,1550,1532,4
8129,True,99,white,1745,1556,9
8131,True,15,white,1485,1557,2
8133,True,89,white,1532,1773,8
8134,True,25,white,1720,1538,6
8136,True,37,white,1635,1432,3
8137,True,45,white,1500,1404,8
8139,False,91,white,1542,1500,4
8140,False,3,white,1047,1500,3
8141,True,29,white,1293,1234,4
8142,True,31,white,1367,1346,4
8143,True,27,white,1543,1500,2
8144,True,59,white,1354,1347,5
8147,True,49,white,1399,1273,3
8149,True,67,white,1267,1233,5
8150,False,33,white,1500,1267,5
8151,True,53,white,1287,1278,3
8152,True,91,white,1263,1343,3
8154,True,57,white,1460,1277,3
8158,True,75,white,1307,1314,2
8159,True,75,white,1301,1318,4
8163,True,31,white,2064,1986,5
8164,True,45,white,1935,1999,5
8165,True,35,white,1997,1631,4
8166,True,37,white,1842,2013,4
8167,True,45,white,2011,1602,8
8169,True,51,white,1998,1891,8
8172,True,91,white,2006,1757,12
8174,True,55,white,1979,2008,10
8175,True,47,white,1977,1564,5
8177,True,35,white,1962,1935,8
8178,True,145,white,1936,1938,10
8181,True,39,white,1939,1781,5
8185,True,37,white,1952,1507,2
8187,True,27,white,1932,1948,11
8191,True,51,white,1928,1688,10
8193,True,29,white,1913,1874,8
8194,True,53,white,1912,1339,3
8198,True,73,white,1872,1919,8
8199,True,61,white,1858,1932,4
8201,True,79,white,1852,1518,3
8202,False,25,white,1788,1626,5
8204,True,69,white,1802,1367,5
8205,True,69,white,1973,1808,2
8206,True,33,white,1803,1562,4
8208,True,103,white,1384,1821,1
8212,True,109,white,1896,1843,6
8214,True,101,white,1832,1626,7
8216,True,93,white,1819,1637,4
8220,True,107,white,1798,1517,4
8221,True,63,white,1796,1388,3
8222,True,91,white,1788,1665,3
8224,True,151,white,1759,1767,4
8226,True,55,white,1517,1772,6
8227,True,81,white,2150,1774,5
8229,True,39,white,1758,1649,8
8231,True,77,white,1737,1674,5
8234,True,75,white,1733,1783,4
8235,True,83,white,1688,1745,3
8236,True,41,white,1737,1637,4
8237,False,25,white,1953,1500,5
8238,False,57,white,1856,1953,9
8239,False,45,white,1836,1953,3
8242,True,41,white,1887,1905,9
8244,True,35,white,1823,1554,6
8247,True,47,white,1500,1549,8
8248,False,79,white,946,1069,3
8249,False,3,white,1102,1069,2
8250,False,49,white,1500,1500,2
8252,False,87,white,1200,1200,3
8254,True,31,white,1424,1280,1
8256,True,37,white,1379,1431,4
8257,True,73,white,1724,1500,5
8258,True,7,white,1286,1225,1
8262,True,57,white,2191,1884,2
8264,True,65,white,2184,1891,2
8268,True,115,white,1932,1831,5
8272,True,69,white,1938,1985,8
8273,False,41,white,1938,1527,14
8274,True,65,white,1865,1953,2
8278,True,30,white,1955,1890,8
8279,True,169,white,1784,1972,8
8282,True,45,white,2043,1981,5
8283,True,65,white,1966,2056,5
8284,True,47,white,1334,1428,4
8285,True,41,white,1603,1339,4
8286,True,37,white,1719,1341,5
8287,True,105,white,1519,1348,5
8288,True,29,white,1667,1361,3
8289,True,105,white,1668,1365,3
8295,True,51,white,1694,1329,7
8298,True,97,white,1596,1341,3
8299,True,63,white,1323,1449,4
8300,True,65,white,1829,1324,5
8301,True,75,white,1537,1330,4
8303,True,61,white,1480,1322,5
8304,True,51,white,1676,1325,2
8305,True,99,white,1301,1697,4
8308,False,44,white,2586,1618,17
8310,True,49,white,1903,1390,6
8313,True,35,white,1428,1411,3
8314,True,93,white,1398,1445,5
8318,True,121,white,1420,1471,5
8319,True,45,white,1445,1431,6
8321,True,77,white,1412,1321,5
8323,True,51,white,1390,1386,4
8327,True,25,white,1362,1392,8
8330,True,107,white,1355,1302,6
8331,True,43,white,1345,1235,9
8333,True,91,white,1282,1451,7
8334,True,23,white,1269,1205,4
8337,True,75,white,1569,1284,1
8338,True,71,white,1850,1285,6
8339,True,75,white,1751,1287,4
8342,True,17,white,1430,1274,5
8343,True,33,white,1250,1439,4
8344,True,117,white,1230,1297,4
8347,True,15,white,1340,1203,5
8348,True,115,white,1365,1301,2
8351,False,61,white,1571,1301,4
8352,False,49,white,1301,1571,3
8353,False,81,white,1571,1301,3
8356,False,57,white,1791,1500,5
8358,False,33,white,1791,1500,4
8364,True,119,white,2202,2008,5
8365,True,25,white,2199,1802,7
8366,True,39,white,2198,1500,3
8370,True,46,white,2189,1868,5
8372,True,101,white,2183,1551,7
8374,True,43,white,1718,2210,4
8375,True,39,white,2204,1967,6
8377,True,89,white,1949,2225,6
8378,True,83,white,2222,1842,2
8379,True,7,white,2222,1382,4
8381,True,34,white,1954,2249,3
8384,True,49,white,2270,1613,3
8385,True,3,white,2269,1672,3
8389,True,7,white,2262,2037,7
8391,True,54,white,2251,2006,7
8393,True,49,white,2229,2134,5
8395,True,37,white,2222,1810,5
8397,True,81,white,2090,2236,6
8399,False,2,white,1049,1275,1
8400,True,49,white,1527,1341,3
8401,True,13,white,1535,1500,3
8402,False,45,white,2177,1686,4
8405,True,71,white,1516,1508,6
8407,True,63,white,1535,1528,7
8409,True,69,white,1519,1650,6
8410,True,35,white,1662,1528,6
8414,True,37,white,1351,1116,3
8416,True,31,white,1338,1264,5
8417,False,3,white,2053,1264,3
8420,False,61,white,1065,1264,3
8421,True,43,white,1395,1500,3
8422,False,55,white,1579,1500,2
8424,True,34,white,1373,1518,2
8425,True,48,white,1375,1385,3
8427,True,61,white,1624,1402,4
8429,True,141,white,1385,1274,3
8431,True,85,white,1628,1402,3
8432,True,63,white,1597,1407,4
8433,True,57,white,1401,1626,2
8435,True,47,white,1485,1420,4
8437,True,41,white,1434,1422,5
8439,True,27,white,1645,1437,5
8442,True,99,white,1429,1467,4
8443,True,57,white,1417,1446,3
8446,True,29,white,1500,1465,4
8448,True,85,white,1433,1558,4
8449,True,53,white,1515,1441,4
8451,True,165,white,2104,1818,3
8452,False,103,white,1382,1389,4
8453,False,67,white,1606,1382,7
8455,False,115,white,1412,1382,11
8459,True,59,white,1270,1408,3
8462,True,38,white,1521,1403,7
8466,True,33,white,1369,1074,2
8468,False,67,white,1698,994,3
8469,True,60,white,971,1046,3
8476,True,43,white,991,1084,7
8478,False,17,white,991,1257,4
8480,False,63,white,991,1257,1
8482,True,25,white,2347,1906,8
8483,True,51,white,2344,1898,4
8484,True,45,white,2333,2134,12
8486,True,42,white,2320,2013,11
8488,True,57,white,2311,1917,11
8489,True,59,white,2298,2146,8
8491,True,54,white,2276,2057,16
8492,True,45,white,2270,1908,9
8493,True,43,white,2260,2005,4
8494,True,87,white,2248,2015,10
8495,True,63,white,2235,2010,6
8496,True,128,white,2214,2112,4
8497,True,41,white,2191,2077,7
8499,True,29,white,2067,2243,6
8502,True,29,white,2223,2032,7
8503,True,51,white,2208,1944,15
8508,True,77,white,2210,1982,5
8509,False,57,white,2210,1943,6
8510,True,60,white,2185,1851,8
8511,True,23,white,2094,2041,7
8512,True,59,white,1874,2049,4
8513,True,51,white,1500,1793,4
8514,True,75,white,1608,1794,6
